8.381627883505155538e-04 -1.913864931496737309e+00 -2.159234470131953465e+00 1.360403044547663463e-10 -6.978383608558623941e+00 1.733070424573152781e+09
8.292731219746243571e-04 -1.926894887143590473e+00 -2.307176330669548747e+00 2.658937679085362516e-15 -1.047910286504742494e+00 1.733070425449586868e+09
8.159498114016154428e-04 -1.935981623370700122e+00 -2.370676317072492711e+00 3.321940388324129275e-12 -5.622595240425353857e+00 1.733070425469317675e+09
8.021741974025948206e-04 -1.955741111361641860e+00 -2.164539056271943096e+00 8.707166451544646618e-13 -7.246657309511564726e+00 1.733070426087596893e+09
8.244977684916408650e-04 -1.931107079009086958e+00 -2.330726078093177112e+00 4.915391440033043926e-08 -4.193128863177532750e+00 1.733070426337170124e+09
8.236265809560756098e-04 -1.923800464335428284e+00 -2.395208534282894153e+00 2.746122057356914855e-08 -1.142722181710856155e+00 1.733070426529846191e+09
8.295783141786032501e-04 -1.915923930772118533e+00 -2.345345726206697012e+00 1.934493651851955414e-13 -7.070881846769845325e+00 1.733070426730332375e+09
8.171276226968980172e-04 -1.943042085569164801e+00 -2.180265406129232808e+00 2.838621340993570902e-11 -5.374208588557420896e+00 1.733070426795123816e+09
8.137726561518505595e-04 -1.944314580015238381e+00 -2.226779749985127843e+00 2.739826523534923597e-08 -2.978191327221306750e+00 1.733070426869921207e+09
8.234016304859155099e-04 -1.918939350746153849e+00 -2.204092169838065995e+00 1.419496622983214669e-11 -1.686971271204047440e+00 1.733070427232949018e+09
8.061074597451309883e-04 -1.943678632831666642e+00 -2.152682774920986475e+00 4.259093238536333477e-06 -1.612832968859839511e+00 1.733070427243979216e+09
8.100612202639438523e-04 -1.941800032404209952e+00 -2.243425006330387106e+00 4.335051725794100787e-14 -2.242478383540966291e+00 1.733070427310301542e+09
8.356491485584882596e-04 -1.914300477222243835e+00 -2.160246273120948857e+00 5.981336486751413641e-14 -1.382460454076306355e+00 1.733070427501396418e+09
8.158929572414827221e-04 -1.943129190441428289e+00 -2.207243715769358516e+00 2.330071659212751530e-06 -6.493521178443124597e-01 1.733070427644083738e+09
8.191509867957134363e-04 -1.934983381935825086e+00 -2.310983477966806809e+00 3.709687608613653808e-13 -2.697694989607471783e+00 1.733070427771360159e+09
8.355205792479644504e-04 -1.911347910402728889e+00 -2.206795347569720622e+00 4.337488666665525221e-12 -3.945690454522588375e+00 1.733070427803917408e+09
