7.404464552388697858e-04 6.576491029028488811e+01 -1.800706229354918086e+00 -2.124632623325727110e+00 4.795630466764477947e-14 -7.215213841913170612e+00 2.399120625442991257e+09
8.625298403775227872e-04 6.849047462808513842e+01 -1.487786861641848812e+00 -2.147143384169070135e+00 2.718315648495194831e-06 -3.738928681952661925e+00 2.399120626303675652e+09
7.411787484206599705e-04 7.769953372389490198e+01 -1.716902153550718513e+00 -2.126016871555862942e+00 2.498887829697552248e-14 -2.526323431674824427e+00 2.399120626808611393e+09
8.622636268345828777e-04 6.687892704896900398e+01 -1.522861551017990145e+00 -2.157727436975829249e+00 1.384625369421189112e-15 -6.009807251495184133e+00 2.399120626979445934e+09
8.609354301397666425e-04 6.842968199587608069e+01 -1.499643554389169964e+00 -2.171147953694039678e+00 9.493010776889870815e-13 -5.980769003816974738e+00 2.399120627719740868e+09
7.446565827510140097e-04 7.101465960213414519e+01 -1.756092536289277195e+00 -2.154748008439072660e+00 1.596844564894528029e-11 -7.694177295253529891e+00 2.399120629031573296e+09
8.722987697974947125e-04 6.307327615264685505e+01 -1.525318050460341635e+00 -2.113225231714469743e+00 2.561920364548537800e-10 -4.328872291138692319e-01 2.399120629055591106e+09
8.322484061780955570e-04 7.130415421305364987e+01 -1.498707884695597237e+00 -2.174037483233726586e+00 1.009866284695320952e-14 -1.811322375007231145e+00 2.399120629304180145e+09
8.155690951016286499e-04 6.783989121901547037e+01 -1.603343376084656047e+00 -2.177194516994123585e+00 1.087184142219208802e-11 -7.726727879531081200e+00 2.399120629393382072e+09
7.795824174462407871e-04 7.081919807006939038e+01 -1.673620196493507795e+00 -2.178955060024651225e+00 1.453765657341508862e-09 -2.007434372809984602e+00 2.399120629429155350e+09
7.456401445278408634e-04 7.654200265285177807e+01 -1.727684647414952313e+00 -2.145925433168736518e+00 5.710793851739858041e-12 -2.483523642989808877e+00 2.399120629629412651e+09
8.126460418275460772e-04 6.242173864304783137e+01 -1.658209251129833639e+00 -2.108366522861296666e+00 6.823898291081167143e-14 -9.232072460550959647e-01 2.399120629649252415e+09
7.092264695961341976e-04 7.734375748398068140e+01 -1.866246408732765261e+00 -2.135023542934482155e+00 8.886384137268841380e-11 -5.364232843368927917e+00 2.399120629701285839e+09
8.028440570076683745e-04 6.660571972701447407e+01 -1.613429049790602532e+00 -2.074602212128461964e+00 3.534474288181076843e-13 -1.424476861143291195e+00 2.399120629726151943e+09
7.647713169719946857e-04 7.446648429739825303e+01 -1.651737790417176832e+00 -2.152421534962657645e+00 1.685724551969824335e-11 -2.840923028207622103e+00 2.399120629765883923e+09
8.723361186764931434e-04 6.282358816048468242e+01 -1.498131084934741564e+00 -2.080674294576380756e+00 5.040760543696387883e-13 -6.410466617657619715e+00 2.399120629903935909e+09
7.846041199382413570e-04 6.432628404016315926e+01 -1.696540085446935020e+00 -2.118815912122162359e+00 1.978479174854808538e-06 -4.639981620800108786e+00 2.399120629960409641e+09
8.466486677199123231e-04 7.018490991124852485e+01 -1.444939005363332196e+00 -2.157837450720386130e+00 1.541468757603772486e-08 -6.349175313579081603e+00 2.399120629969294548e+09
7.098549466884422621e-04 7.765105003946815998e+01 -1.850330586949201273e+00 -2.122024037340045854e+00 1.389217010134988730e-06 -2.135447402784790505e+00 2.399120630061017513e+09
7.956778207834449591e-04 6.864683475452122252e+01 -1.656483773183765607e+00 -2.172171386535878046e+00 5.806599492661036744e-12 -1.563926642492280195e+00 2.399120630067983150e+09
7.950669096755093790e-04 6.518431590744535242e+01 -1.634211888228454868e+00 -2.066113415372489381e+00 6.332545624441865547e-12 -5.098434205625252957e+00 2.399120630126330853e+09
8.987262019330446950e-04 6.200392942985466505e+01 -1.409024604556007088e+00 -2.097129215660083368e+00 1.600724525176621697e-12 -1.858669199223931479e+00 2.399120630181412697e+09
7.682715035400499923e-04 6.496721931765142699e+01 -1.706386274684770665e+00 -2.096058447964554983e+00 4.856082298903161899e-13 -7.346424381987358920e+00 2.399120630183136463e+09
8.644648478634126259e-04 6.110148118092592995e+01 -1.547475684791843831e+00 -2.114621986492253303e+00 1.035869969347973935e-15 -4.726755069397333919e+00 2.399120630266435146e+09
7.575456374273908033e-04 6.647711013269287150e+01 -1.724713216327305343e+00 -2.104249709000635793e+00 4.369723872290594844e-12 -7.658632699506582320e+00 2.399120630306497097e+09
