7.998193469076546281e-04 4.478072447532528599e+01 -1.912598606275917490e+00 -2.150288409090569619e+00 5.645477757002156197e-09 -6.451758551684315890e+00 2.657081969767786026e+09
7.539876372413865198e-04 3.776741575272218654e+01 -1.970951977523465182e+00 -2.096201387111609193e+00 6.427099529069310679e-08 -5.523027391493103622e+00 2.657081970029527664e+09
7.688082632596150105e-04 4.398059627245694969e+01 -1.950451042751174979e+00 -2.142464463149678977e+00 1.549931612051482984e-13 -6.895939899390985062e+00 2.657081970443470001e+09
7.490866307062482316e-04 4.562170071281988726e+01 -1.969152156601178039e+00 -2.110999145198114046e+00 4.684365845859565078e-14 -6.589816828143981731e+00 2.657081971106781960e+09
7.952848362197163529e-04 4.356618952124135546e+01 -1.917086762878097650e+00 -2.136324610178485628e+00 1.235847397676187222e-07 -1.263047535582212610e+00 2.657081971363885880e+09
7.465875806182725900e-04 4.731765110880988345e+01 -1.971934544357497376e+00 -2.124817561349766848e+00 2.417769074878182526e-11 -3.875233255322198644e+00 2.657081972253128529e+09
8.523287138363395011e-04 3.273133328726666491e+01 -1.873281865699651938e+00 -2.086617820315427974e+00 2.457165650827368940e-07 -4.952095010427444599e+00 2.657081972674876213e+09
7.684394419251157436e-04 4.333057965474737472e+01 -1.948139547222589307e+00 -2.110077029356014933e+00 3.745121046158266375e-14 -7.442228083637221658e+00 2.657081972732172012e+09
7.461304104428991913e-04 4.561498994162459297e+01 -1.973913372207500627e+00 -2.120625175568234155e+00 8.586424756651696458e-10 -6.473125175223368721e+00 2.657081972793660641e+09
7.499642057481732639e-04 4.785794815412810976e+01 -1.968361815923647562e+00 -2.129748691438119401e+00 9.325939212897228945e-12 -1.507026217361859821e-01 2.657081972983047962e+09
7.579752751215695483e-04 4.710671204945823121e+01 -1.959335450002723800e+00 -2.141949394416271080e+00 1.419077820425026990e-15 -4.328503629876501613e+00 2.657081972985082626e+09
7.779286145589052806e-04 4.205683188947197948e+01 -1.936793061801903804e+00 -2.110627854807285875e+00 9.172096052249879339e-10 -3.642413262815402675e-02 2.657081973136832237e+09
7.580452534822219174e-04 4.590299670705265100e+01 -1.957204462953745283e+00 -2.117978534735266649e+00 8.694664414072977613e-09 -4.610650470865413908e+00 2.657081973152165413e+09
7.634658292540728083e-04 4.409137963289767725e+01 -1.953467327891188710e+00 -2.130760030400632221e+00 4.114540016657146864e-11 -3.429306486112590591e+00 2.657081973352714539e+09
7.743305936201831143e-04 4.140616403049847349e+01 -1.942421182796603141e+00 -2.116147456380691683e+00 6.140523582612552684e-14 -7.917848043979674344e+00 2.657081973407909393e+09
7.844331128173980721e-04 4.391369284775464621e+01 -1.929835642711002164e+00 -2.127930796109628098e+00 1.913725302418619039e-12 -3.032612359763187548e+00 2.657081973568850994e+09
7.528208106667050618e-04 4.536696764413797212e+01 -1.966737905794448960e+00 -2.125500369831716085e+00 2.100344006703742612e-14 -3.350445032566571335e+00 2.657081973669739246e+09
7.802904386277000233e-04 4.378834094481229755e+01 -1.936565961264487212e+00 -2.129229802367704316e+00 1.349015248581176562e-13 -4.328530495721595983e+00 2.657081973839287281e+09
7.576799298479229778e-04 4.851983994709149073e+01 -1.958911106221151943e+00 -2.120426664560118635e+00 2.802167283455583336e-09 -7.228298387812408521e+00 2.657081973979603767e+09
