8.285140220172809320e-04 -1.864683206802930870e+00 6.888021613942434976e-11 -4.110885070358756721e+00 1.455268772506396532e+09
8.519328601825137742e-04 -1.852678521590684912e+00 4.716656787595844032e-14 -2.071135547810222910e+00 1.455268773061714649e+09
8.537898144387257504e-04 -1.844335079721027837e+00 1.152232600761550935e-12 -7.726595381480024116e+00 1.455268773110868454e+09
8.245096877206749665e-04 -1.890546453873331645e+00 2.319200283002231954e-08 -5.982952846054871543e+00 1.455268773462263823e+09
8.231256728628880918e-04 -1.876026483621366037e+00 1.971663835027671689e-09 -4.206855573924975111e+00 1.455268773918827295e+09
8.268489528582863421e-04 -1.868937799211427109e+00 7.018335238494406542e-14 -2.284727112497194845e+00 1.455268773964264631e+09
8.493934383735333733e-04 -1.843879245257386001e+00 1.472347728761031899e-12 -7.843943868829367005e+00 1.455268774232243299e+09
8.204883539840143779e-04 -1.888252115403177278e+00 6.593841363489495907e-12 -7.898289676663983627e+00 1.455268774370832205e+09
8.291486876099974073e-04 -1.865757231516162129e+00 6.261943728161588320e-15 -5.543437771631460897e+00 1.455268774552723408e+09
8.354178459759538681e-04 -1.878207122921970784e+00 1.402844812704765026e-13 -3.497340649898697862e+00 1.455268774592520952e+09
8.301158062486732690e-04 -1.864384934648203540e+00 8.002491442050692965e-15 -5.985764979043603162e+00 1.455268774694267511e+09
8.250439302203574701e-04 -1.887347186137827482e+00 8.376324735623376654e-06 -6.318578523423648008e-01 1.455268774696292639e+09
8.321575969358661158e-04 -1.861356193631953815e+00 2.895318708368229498e-13 -4.747779885220153595e+00 1.455268774720517635e+09
8.510342230480091776e-04 -1.845799225745882177e+00 1.434132500899069821e-14 -7.349980085414500763e+00 1.455268774833635092e+09
8.226029223996976069e-04 -1.878925620662947438e+00 1.857933940468180302e-12 -3.020368624839705696e+00 1.455268774840879917e+09
8.400883677573475891e-04 -1.871820583703580398e+00 2.195211673801963432e-12 -7.652701240661093252e+00 1.455268774841267586e+09
8.264775811108151160e-04 -1.886701267120223457e+00 4.394384881952492113e-08 -3.547604482325148467e-01 1.455268774953586102e+09
8.476282114888025005e-04 -1.845712865684579596e+00 3.740354138119126065e-11 -3.829720111217510770e+00 1.455268774996730328e+09
8.388623683318710859e-04 -1.853075941913396862e+00 1.637525909966611400e-12 -3.355053293559128846e+00 1.455268775014410734e+09
8.246548508456223335e-04 -1.874526822185009323e+00 1.128910453864317757e-12 -4.383508010406339750e+00 1.455268775033607960e+09
8.498830586734263141e-04 -1.845623358586711671e+00 1.073070157746018306e-08 -2.585846269431059774e+00 1.455268775082316160e+09
8.213106149373547351e-04 -1.884634610959962986e+00 8.954598931355158566e-08 -8.075891153082332963e-01 1.455268775092581272e+09
8.384468087343030116e-04 -1.873794539283853533e+00 1.138122048971021467e-09 -2.994392245234603678e+00 1.455268775127056122e+09
8.509878726507578506e-04 -1.848577568304322849e+00 4.050590397226918031e-12 -4.126061031156391223e+00 1.455268775144834280e+09
8.365484990587598131e-04 -1.876132359087469892e+00 7.153234591574783652e-11 -8.444170378200075433e-01 1.455268775258934975e+09
8.413431391044872993e-04 -1.865614363923703278e+00 2.732676862209459583e-08 -7.594328184478462695e+00 1.455268775269353390e+09
8.392962182026738206e-04 -1.872443329570064652e+00 1.321168571466944541e-13 -9.777806628961682733e-01 1.455268775304148912e+09
8.497243277328879723e-04 -1.853514572467732879e+00 1.252536902331630596e-09 -3.274463295712782163e+00 1.455268775313925266e+09
8.277821925868014295e-04 -1.880752782084693653e+00 2.988130862745369684e-07 -5.007668542595608230e+00 1.455268775376228571e+09
8.506111949207274857e-04 -1.849040675734419548e+00 6.748369189497867550e-13 -4.750507181434461046e+00 1.455268775389831305e+09
8.321506557151485536e-04 -1.881027479699790117e+00 8.869118477605138512e-15 -6.689479153958877156e+00 1.455268775453753233e+09
8.272514479948760982e-04 -1.871040324631930263e+00 2.395732319264330416e-06 -1.803984743828171311e+00 1.455268775459418058e+09
8.439619981634815084e-04 -1.847376411011299346e+00 2.631372275464216649e-06 -7.028019669179217388e-01 1.455268775530883312e+09
