    0.999932805606361684E-04   -0.299999734443833654E+01    0.281083759372108473E-07   -0.130311255222912070E+01    0.461251020063857615E+09
    0.999974748000067096E-04   -0.299994810638651233E+01    0.638594622780171108E-08   -0.876679569845268070E+00    0.461251020097634315E+09
    0.999944161082578408E-04   -0.299997600702067491E+01    0.521085728068918297E-11   -0.617214290230162277E+00    0.461251020113033831E+09
    0.999957845619497840E-04   -0.299997621680834881E+01    0.649950649568403542E-07   -0.553328450669996919E+00    0.461251020143715382E+09
    0.999930438079990066E-04   -0.299999025878945291E+01    0.277389358475067263E-11   -0.419493648441440037E+01    0.461251020211278975E+09
    0.999975582344145026E-04   -0.299994732273738318E+01    0.154662205455020829E-10   -0.178490299070629455E+01    0.461251020260913968E+09
    0.999964114828486722E-04   -0.299995840962104054E+01    0.199685366288474032E-12   -0.548304280689501411E+01    0.461251020266118824E+09
    0.999980321511136810E-04   -0.299994285190438603E+01    0.197174195891863971E-11   -0.971329383433788607E+00    0.461251020270333052E+09
    0.999923368839175864E-04   -0.299999789672651662E+01    0.112459006493226380E-11   -0.464168254712220296E+01    0.461251020291855812E+09
    0.999951006307511488E-04   -0.299997168994287700E+01    0.157783702216833124E-13   -0.166283168870675624E+00    0.461251020330496967E+09
    0.999986359600902810E-04   -0.299993771272117327E+01    0.194731488327076780E-12   -0.201311435212111522E+01    0.461251020334637225E+09
    0.999995649694642401E-04   -0.299992881037847736E+01    0.576058873018432196E-10   -0.163307450384367403E+01    0.461251020335310042E+09
    0.999947266383486314E-04   -0.299997695077762216E+01    0.441311668523701348E-08   -0.962706440685751730E+00    0.461251020368610799E+09
    0.999933608120287900E-04   -0.299998946240375286E+01    0.273296675953618201E-08   -0.708270179082631124E+00    0.461251020369056463E+09
    0.999935199597844329E-04   -0.299998750281958149E+01    0.989882354214212754E-12   -0.266103318429035163E+01    0.461251020387956977E+09
    0.999975018103240864E-04   -0.299994967778003829E+01    0.378540719261127978E-13   -0.373394883855636905E+00    0.461251020435298443E+09
    0.999971516521855856E-04   -0.299995319619774348E+01    0.106758448203660950E-09   -0.190455340652064109E+01    0.461251020442571163E+09
    0.999950732244976668E-04   -0.299997392280097008E+01    0.158985363931526761E-12   -0.328475768343037355E+01    0.461251020518978179E+09
    0.999985082747250839E-04   -0.299994117242296188E+01    0.503773118307864448E-10   -0.997616008601772464E+00    0.461251020546828151E+09
    0.999954730433737259E-04   -0.299997058104221104E+01    0.140839872862514517E-09   -0.106844585957587057E+00    0.461251020565574110E+09
    0.999963580919121300E-04   -0.299996232312841382E+01    0.106559745272624655E-10   -0.336253359173240618E+00    0.461251020592079937E+09
    0.999939329081336409E-04   -0.299999054581640046E+01    0.818936780544744377E-08   -0.171809511919450486E+01    0.461251020612071633E+09
    0.999954482217912331E-04   -0.299997176394850129E+01    0.115260654255681307E-12   -0.165992071167665234E+01    0.461251020657821536E+09
    0.999974075468937189E-04   -0.299995364949028609E+01    0.921456784735185044E-09   -0.658990087705801919E+00    0.461251020709308386E+09
    0.999969867335715151E-04   -0.299995780405228807E+01    0.122999769041750359E-10   -0.119957672206889576E+00    0.461251020738598228E+09
    0.999987540592894430E-04   -0.299994093838483700E+01    0.967047322828143724E-13   -0.154302442432013542E+01    0.461251020752279222E+09
    0.999989691575532555E-04   -0.299993891577539351E+01    0.840221066287712441E-14   -0.418434436724323344E+01    0.461251020756804347E+09
    0.999971155262664485E-04   -0.299995719606151345E+01    0.104174905544377650E-09   -0.158833060855013564E+01    0.461251020794176340E+09
    0.999984138577053355E-04   -0.299994598656126632E+01    0.786255281439019184E-08   -0.138726114356400920E+00    0.461251020814997673E+09
    0.999956099607949200E-04   -0.299997324594851600E+01    0.175256645200165630E-08   -0.121991277346960825E+01    0.461251020888265371E+09
    0.999970414522009636E-04   -0.299995917071890039E+01    0.996689726419941045E-09   -0.451065939791821968E+00    0.461251020902443707E+09
    0.999966084165639926E-04   -0.299996326997770169E+01    0.659820201643011992E-11   -0.186141512500911865E+01    0.461251020913107812E+09
    0.999982107969080598E-04   -0.299994799599027928E+01    0.216092721090736546E-14   -0.710863268508946788E+01    0.461251020927422047E+09
    0.999982704210116742E-04   -0.299994751842802643E+01    0.224056294368354510E-14   -0.100725583701528265E+01    0.461251020936694920E+09
    0.999964040105296575E-04   -0.299996589142501691E+01    0.164582426505096693E-14   -0.212854942436789329E+01    0.461251020976184070E+09
    0.999934648443224881E-04   -0.299999427806710317E+01    0.187833918966550197E-13   -0.172742297312799842E+01    0.461251020985983968E+09
    0.999973494762470796E-04   -0.299995710886455091E+01    0.557067031983580505E-10   -0.135540236868158992E+01    0.461251021004231513E+09
    0.999997146027219289E-04   -0.299993441381764558E+01    0.109587481617410578E-10   -0.138898535353694363E+01    0.461251021012121320E+09
    0.999989467285632616E-04   -0.299994201115879111E+01    0.873482824198316269E-14   -0.112257271176402096E+01    0.461251021032503247E+09
    0.999977240294342378E-04   -0.299995398655038148E+01    0.144077742695900368E-12   -0.424874177837300504E+01    0.461251021052450120E+09
    0.999961852100598634E-04   -0.299996900497985042E+01    0.439611087485970286E-14   -0.717559451479475818E+01    0.461251021072574198E+09
    0.999986146289107418E-04   -0.299995612943985224E+01    0.159481210305081420E-07   -0.186526386704315517E+01    0.461251021075177848E+09
    0.999964898843569937E-04   -0.299997284432707989E+01    0.221963803122912218E-07   -0.989429439931128307E+00    0.461251021097849369E+09
    0.999952995577997291E-04   -0.299997794868751466E+01    0.154332063172423194E-13   -0.123729888397134502E+01    0.461251021112991989E+09
    0.999954408347500861E-04   -0.299997670661715876E+01    0.168709789324710220E-10   -0.186376855239263506E+01    0.461251021123178303E+09
    0.999992599390879435E-04   -0.299994008649138211E+01    0.854467858187866442E-12   -0.381166674581267628E+01    0.461251021136395812E+09
    0.999954395884998585E-04   -0.299997685346169352E+01    0.986898695338251267E-13   -0.201786807595986772E+01    0.461251021137148023E+09
    0.999942796781524144E-04   -0.299998846492841453E+01    0.207255512252831632E-08   -0.466244774340235146E+00    0.461251021143136859E+09
    0.999958418718716204E-04   -0.299997314169618212E+01    0.129601032333381520E-14   -0.221554779205805108E+01    0.461251021152423084E+09
    0.999980708366549694E-04   -0.299995181307886449E+01    0.521794576089849567E-09   -0.341743679383379906E+00    0.461251021155580759E+09
    0.999976682668701159E-04   -0.299995563439439339E+01    0.286941461628237680E-14   -0.680884302097090455E+01    0.461251021158897460E+09
    0.999989853839720644E-04   -0.299994303951170815E+01    0.343759068811762209E-11   -0.160032971375395228E+01    0.461251021166405618E+09
    0.999952549391316481E-04   -0.299998005621494368E+01    0.352427067788684884E-08   -0.105082998024190744E+01    0.461251021169182122E+09
    0.999959877454062262E-04   -0.299997227841781156E+01    0.440472306394637757E-13   -0.338657562373016141E+01    0.461251021204151809E+09
    0.999986264107188149E-04   -0.299994810381833066E+01    0.147511370107348525E-08   -0.206886284515611596E+01    0.461251021207812071E+09
    0.999988142488983281E-04   -0.299994513650214412E+01    0.132317825660727000E-10   -0.117026952933400175E+01    0.461251021209243715E+09
    0.999955128071018976E-04   -0.299997723791128657E+01    0.812653124985582236E-10   -0.429878763227760530E+00    0.461251021240010500E+09
    0.999998568896537588E-04   -0.299993557167357716E+01    0.544976634407965488E-10   -0.132320849391826734E+01    0.461251021252443075E+09
    0.999981848257219748E-04   -0.299995166215061682E+01    0.148353497009363913E-13   -0.288079324671018000E+01    0.461251021254549265E+09
    0.999991457955789678E-04   -0.299994258512068646E+01    0.374752736635333241E-11   -0.159774465678653499E+01    0.461251021270673275E+09
    0.999959895099354498E-04   -0.299997344747564343E+01    0.568825694074700197E-09   -0.207809865028497320E+01    0.461251021273790956E+09
    0.999974473715053313E-04   -0.299995916620828185E+01    0.627283893745050098E-12   -0.175530687761622151E+01    0.461251021293543696E+09
    0.999989530181934823E-04   -0.299994475922592718E+01    0.120812815029947425E-09   -0.133233467650884130E+01    0.461251021296794653E+09
    0.999942908926287021E-04   -0.299999257132249975E+01    0.425700877632467390E-08   -0.187638482032534082E+01    0.461251021313052714E+09
    0.999974670881879771E-04   -0.299996347625494764E+01    0.138086476227703400E-07   -0.104362651252855443E+01    0.461251021317637861E+09
    0.999967025782130651E-04   -0.299999610019376561E+01    0.909236552182544170E-07   -0.109096966374327842E+01    0.461251021349469960E+09
    0.999979393404685932E-04   -0.299995502925312829E+01    0.130732088323595696E-10   -0.446291467824667443E+00    0.461251021350525618E+09
    0.999988925518685286E-04   -0.299995040913836641E+01    0.462161787798838534E-08   -0.221640277947957198E+01    0.461251021378029883E+09
    0.999945021288096200E-04   -0.299998856684351445E+01    0.621340504223720767E-12   -0.146097681048214856E+01    0.461251021394858956E+09
    0.999940981708318069E-04   -0.299999273775238917E+01    0.141910441999113746E-11   -0.214343012319116788E+01    0.461251021421916127E+09
    0.999942564592562618E-04   -0.299999125751929707E+01    0.658914190656237339E-12   -0.204156226694159582E+01    0.461251021426104784E+09
    0.999977369577635027E-04   -0.299995790031584253E+01    0.271582144066871778E-13   -0.588128625144410222E+01    0.461251021439024627E+09
    0.999967417365989902E-04   -0.299996780381732009E+01    0.891514668024655044E-13   -0.104683431978953490E+01    0.461251021470434487E+09
    0.999989351930327691E-04   -0.299994754511593342E+01    0.838189130500543769E-09   -0.221890266038052708E+01    0.461251021477418125E+09
    0.999952355796719612E-04   -0.299998250635147556E+01    0.226286427390028635E-10   -0.102686374362485733E+01    0.461251021489754260E+09
    0.999973507082079968E-04   -0.299996220024658333E+01    0.305308597802320536E-11   -0.208986029865742928E+01    0.461251021494772434E+09
    0.999963079821601837E-04   -0.299997703731682508E+01    0.319370114020861408E-08   -0.269845094449834733E+01    0.461251021497254014E+09
    0.999976755204322467E-04   -0.299996116586199157E+01    0.693509664597740738E-08   -0.944115061979879044E+00    0.461251021508172095E+09
    0.999940878786132186E-04   -0.299999480894334036E+01    0.488454534521322431E-08   -0.491977468491721304E+00    0.461251021521629095E+09
    0.999977702509289684E-04   -0.299995888247846221E+01    0.218120602333249262E-10   -0.258777142964375706E+00    0.461251021563553035E+09
    0.999984264909406409E-04   -0.299995318960960100E+01    0.843497592251700243E-09   -0.197522590325889524E+01    0.461251021564479887E+09
    0.999975624302252208E-04   -0.299996098011541701E+01    0.323453554076735841E-10   -0.325897160726490220E+00    0.461251021572730958E+09
    0.999954173369261873E-04   -0.299998360600185077E+01    0.381472682701235418E-08   -0.160111592322667029E+01    0.461251021576260924E+09
    0.999971484022481029E-04   -0.299996515410148756E+01    0.848492460885806447E-14   -0.745694716985873640E+00    0.461251021591413021E+09
    0.999974882632964916E-04   -0.299996197310638602E+01    0.301130347888748446E-14   -0.706412350777140041E+00    0.461251021599988759E+09
    0.999957051347481112E-04   -0.299998389985681202E+01    0.764757089168286993E-08   -0.178259423156422869E+01    0.461251021611893177E+09
    0.999978183140610153E-04   -0.299995900883466193E+01    0.355204438927561515E-10   -0.126942680741573888E+01    0.461251021618982494E+09
    0.999983672091875504E-04   -0.299995385069498122E+01    0.848552667668055387E-13   -0.105991446966948644E+01    0.461251021632121086E+09
    0.999957002062042236E-04   -0.299997959854122209E+01    0.957851220614192735E-14   -0.236971500569982485E+01    0.461251021640088260E+09
    0.999979661999993738E-04   -0.299996025353384477E+01    0.430416516828346563E-08   -0.164347011816918886E+01    0.461251021656277001E+09
    0.999980834305466785E-04   -0.299996761002064094E+01    0.140705540139529314E-07   -0.201766030091023474E+01    0.461251021663286626E+09
    0.999970202117079837E-04   -0.299996716807834263E+01    0.977253356794421784E-13   -0.716612748974960212E+01    0.461251021663603008E+09
    0.999953985204811218E-04   -0.299998652568949709E+01    0.181053023047510552E-07   -0.591176878561776142E+00    0.461251021665678978E+09
    0.999946598186533738E-04   -0.299999152945339764E+01    0.169749510471903982E-08   -0.226760029918115613E+01    0.461251021665980518E+09
    0.999997183614438054E-04   -0.299994128266258642E+01    0.285630751666360740E-12   -0.533640498975239908E+01    0.461251021672889173E+09
    0.999950747256772186E-04   -0.299998604539985569E+01    0.230166967236816490E-10   -0.147213940887783412E+01    0.461251021680036128E+09
    0.999965349028208311E-04   -0.299997667415571634E+01    0.276306787212575090E-07   -0.344111079202709114E+00    0.461251021683228552E+09
    0.999992309942613868E-04   -0.299994611774025488E+01    0.427143871886736384E-14   -0.626234140674788708E+01    0.461251021687536299E+09
    0.999975042930251429E-04   -0.299996397119306568E+01    0.717201602737756377E-08   -0.293461253157929036E+00    0.461251021695066571E+09
    0.999966846376108414E-04   -0.299997082225593470E+01    0.576598433553646762E-11   -0.302294064618957048E+01    0.461251021705661774E+09
    0.999972083665322649E-04   -0.299996580769063836E+01    0.225697644444013063E-10   -0.140910459519849418E+01    0.461251021708321273E+09
    0.999997108298832793E-04   -0.299994194573242856E+01    0.799841828824674839E-12   -0.425065396743137214E+01    0.461251021729598761E+09
    0.999975312945606447E-04   -0.299996297703543302E+01    0.115899960264473581E-12   -0.269756949147046310E+01    0.461251021735733688E+09
    0.999968119438911864E-04   -0.299998570829031008E+01    0.106749620511312601E-06   -0.181734639621006444E+00    0.461251021742126167E+09
    0.999988530932825260E-04   -0.299995034357983270E+01    0.545233387244505663E-13   -0.188674093824437072E+01    0.461251021743988574E+09
    0.999967426430753409E-04   -0.299997171880520286E+01    0.486068778582841399E-09   -0.298399506264465408E+01    0.461251021752642334E+09
    0.999973423298965245E-04   -0.299996500168501656E+01    0.146815204397286538E-09   -0.114354830294112197E+00    0.461251021753525138E+09
    0.999977713795125502E-04   -0.299996086007412588E+01    0.163987969180657520E-11   -0.984942284651225464E+00    0.461251021754223526E+09
    0.999996682170910646E-04   -0.299994283147317820E+01    0.193324753350632459E-13   -0.243573200357971054E+01    0.461251021775747120E+09
    0.999965456741233144E-04   -0.299997289916511134E+01    0.129023775748279771E-13   -0.641390706892458340E+01    0.461251021777505577E+09
    0.999947680652959803E-04   -0.299999087709226764E+01    0.312095917834738166E-08   -0.654432870021302904E+00    0.461251021795656323E+09
    0.999956636362902971E-04   -0.299998593259342838E+01    0.450031828623135071E-08   -0.218560807806753221E+01    0.461251021826797783E+09
    0.999949345393735318E-04   -0.299998891804985712E+01    0.382027183039834987E-13   -0.277539885492593807E+01    0.461251021826904416E+09
    0.999963835344677715E-04   -0.299997513190923160E+01    0.902896675608918824E-13   -0.715099699567011005E+01    0.461251021839712322E+09
    0.999986030011109039E-04   -0.299995382006793898E+01    0.528471985973878129E-13   -0.183635128829474503E+01    0.461251021846417308E+09
    0.999965171525013876E-04   -0.299997390115494067E+01    0.152314242101603937E-12   -0.724024234360460817E+00    0.461251021847283363E+09
    0.999981284760299589E-04   -0.299995845761830893E+01    0.378282113182565013E-10   -0.441005622028738387E+00    0.461251021852577448E+09
    0.999984611855786725E-04   -0.299995525212275416E+01    0.332061466471518864E-13   -0.154925611736276903E+01    0.461251021852870107E+09
    0.999971508565450953E-04   -0.299996787293881484E+01    0.345328797633237366E-12   -0.482656022434317045E+00    0.461251021853981614E+09
    0.999990433905687150E-04   -0.299994972373713953E+01    0.109252408394134404E-14   -0.664685639744315360E+01    0.461251021859952509E+09
    0.999993810097514751E-04   -0.299997230631158729E+01    0.435866716806247646E-07   -0.175443356933987094E+01    0.461251021866020977E+09
    0.999983872869959848E-04   -0.299995634220392660E+01    0.104855894967692531E-12   -0.575877007762164439E+01    0.461251021888691127E+09
    0.999972785040463070E-04   -0.299996704373014200E+01    0.860350720218183665E-12   -0.110194783832626886E+01    0.461251021892165840E+09
    0.999994936487351866E-04   -0.299994572910028223E+01    0.789042515782048576E-12   -0.125595982563407205E+01    0.461251021892318428E+09
    0.999968411198357107E-04   -0.299997131581807963E+01    0.118892465311570665E-11   -0.254086295528032213E+01    0.461251021898100495E+09
    0.999994295283460803E-04   -0.299997428713411640E+01    0.822047774787397782E-07   -0.115167969611067811E+01    0.461251021900153697E+09
    0.999959414666139993E-04   -0.299998019614733158E+01    0.648257022814231278E-13   -0.576344434022559948E+01    0.461251021919282675E+09
    0.999972768443485913E-04   -0.299996981699404008E+01    0.121417472174754425E-08   -0.298738995172428368E+01    0.461251021921926975E+09
    0.999940332129677274E-04   -0.299999876212750616E+01    0.233666739029260820E-10   -0.184633505479320892E+01    0.461251021937509298E+09
    0.999988664188992320E-04   -0.299995223884407380E+01    0.683544431931789551E-13   -0.133137567321609396E+01    0.461251021937724769E+09
    0.999981357330210959E-04   -0.299995927645211768E+01    0.157796615028643696E-14   -0.214946996314786176E+01    0.461251021938327610E+09
    0.999958120775415856E-04   -0.299998170192945812E+01    0.147782619112761151E-13   -0.524025925946591364E+01    0.461251021944503486E+09
    0.999976144675473853E-04   -0.299996440288140098E+01    0.310683395952491530E-10   -0.228101969046345499E+01    0.461251021945959210E+09
    0.999952511666598248E-04   -0.299998717303910745E+01    0.199397323363687291E-12   -0.346777417789150277E+00    0.461251021951558471E+09
    0.999990895699348457E-04   -0.299995670618121135E+01    0.195805452259157960E-07   -0.110285573182202867E+01    0.461251021962952733E+09
    0.999979825663242002E-04   -0.299996132919272140E+01    0.999654116218639893E-09   -0.877310550078381546E+00    0.461251021968315899E+09
    0.999952356166761879E-04   -0.299998750995208363E+01    0.171705836744204486E-12   -0.865953948196711565E-01    0.461251021969491601E+09
    0.999982911423406780E-04   -0.299995816453808750E+01    0.106855682954307119E-14   -0.301782606546365173E+01    0.461251021975043058E+09
    0.999972637798714924E-04   -0.299996805142361023E+01    0.198290467584502062E-12   -0.280536764657015691E+01    0.461251021975081325E+09
    0.999963739899345847E-04   -0.299997681007817718E+01    0.235089436604699407E-11   -0.215330154455099620E+01    0.461251021993696749E+09
    0.999979574022843894E-04   -0.299996167946040515E+01    0.178586833371949364E-14   -0.604869660039494672E+01    0.461251022004077375E+09
    0.999992063631016854E-04   -0.299994969350480245E+01    0.267226864581434169E-14   -0.101831031429394514E+01    0.461251022007214785E+09
    0.999975310604103262E-04   -0.299996929905757126E+01    0.937562623049194931E-08   -0.123608079860817810E+01    0.461251022012565553E+09
    0.999951411535010179E-04   -0.299998895009650379E+01    0.215330654464193930E-14   -0.183920847712441216E+01    0.461251022020334303E+09
    0.999943577469383880E-04   -0.299999652136168660E+01    0.222887947000737034E-10   -0.178468071216429802E+01    0.461251022022136092E+09
    0.999941777403442035E-04   -0.299999836433554012E+01    0.437901985831467489E-11   -0.180266622017987110E+01    0.461251022033775032E+09
    0.999984831366205410E-04   -0.299995711626985662E+01    0.165017666753468609E-09   -0.111684257908530871E+01    0.461251022046388626E+09
    0.999949947602466605E-04   -0.299999063450445735E+01    0.118409552867926934E-12   -0.858863691225452364E+00    0.461251022046718895E+09
    0.999967618768778934E-04   -0.299997370233256611E+01    0.961871120949726628E-13   -0.672928917158165785E+01    0.461251022052289009E+09
    0.999967928943807364E-04   -0.299997343424845742E+01    0.606476262422221596E-11   -0.104541847450729186E+01    0.461251022056452096E+09
    0.999974633608566267E-04   -0.299997169705042577E+01    0.283405168741615580E-08   -0.279191102895684740E+01    0.461251022061254561E+09
    0.999982251925139016E-04   -0.299996823560722081E+01    0.136226536607304816E-07   -0.180550383311967266E+01    0.461251022069189072E+09
    0.999950388290548876E-04   -0.299999045460853697E+01    0.840544800772639598E-11   -0.108618220261048393E+00    0.461251022069994569E+09
    0.999971322916322775E-04   -0.299997039739363824E+01    0.296085408669413326E-13   -0.521648576504492745E+01    0.461251022078505933E+09
    0.999988923704867770E-04   -0.299995355128564167E+01    0.165194256716004929E-09   -0.115816470271658289E+01    0.461251022081900716E+09
    0.999967245042376190E-04   -0.299997450487422279E+01    0.153724170250511083E-09   -0.182687751384053154E+01    0.461251022086803138E+09
    0.999955853672897634E-04   -0.299998551183231887E+01    0.297199020736512462E-09   -0.663429780593823182E+00    0.461251022094139695E+09
    0.999964308438959563E-04   -0.299998114283286510E+01    0.889217474296475752E-08   -0.136699343732650114E+01    0.461251022110339165E+09
    0.999978380675215742E-04   -0.299997877217894748E+01    0.402894913833659062E-07   -0.122662013773752232E+01    0.461251022132042944E+09
    0.999996814603597967E-04   -0.299994644289794765E+01    0.239572083564867214E-12   -0.499524264483772473E+01    0.461251022133286953E+09
    0.999959739774818713E-04   -0.299998213879790487E+01    0.205517030453920229E-13   -0.543903875521039382E+01    0.461251022135464191E+09
    0.999968502627357437E-04   -0.299997371888959208E+01    0.434217290013666422E-14   -0.601769931465801111E+01    0.461251022136711657E+09
    0.999964107705593816E-04   -0.299997798712371155E+01    0.617820380417099002E-12   -0.367064438275750593E+01    0.461251022140221775E+09
    0.999960071559690642E-04   -0.299998190158291322E+01    0.107025907481114371E-13   -0.726212714525724756E+01    0.461251022143069625E+09
    0.999978146400059772E-04   -0.299996451971701905E+01    0.205610944399673993E-13   -0.202708770518662540E+01    0.461251022144495964E+09
    0.999945678939440877E-04   -0.299999678237960987E+01    0.844644708794589587E-09   -0.248373651859886024E+01    0.461251022144660413E+09
    0.999976512759189352E-04   -0.299996614382800608E+01    0.866950454836611227E-10   -0.280638195371960997E+00    0.461251022148156047E+09
    0.999978409071258312E-04   -0.299996452477438558E+01    0.282735476339778909E-09   -0.188923544495283480E+00    0.461251022165168822E+09
    0.999954157051308483E-04   -0.299998858660685652E+01    0.169528140729898195E-09   -0.350480322281829793E+01    0.461251022181928992E+09
    0.999986835186798752E-04   -0.299995662316935841E+01    0.148342184493981046E-11   -0.372666245870170165E+00    0.461251022188955545E+09
    0.999975609292756148E-04   -0.299996743196577720E+01    0.114337717088253649E-13   -0.205871854285909794E+01    0.461251022189573705E+09
    0.999953064796553959E-04   -0.299998917377704544E+01    0.163569191259383554E-12   -0.132554706794544419E+01    0.461251022194068789E+09
    0.999984580454400107E-04   -0.299995899350257567E+01    0.763976370749464979E-14   -0.614970368322593153E+01    0.461251022208137512E+09
    0.999970631052669276E-04   -0.299997250423900352E+01    0.110503851969475452E-09   -0.929512054264882259E+00    0.461251022213593483E+09
    0.999967967414792523E-04   -0.299997514099827178E+01    0.129992263593536140E-14   -0.229786790509886529E+01    0.461251022223591924E+09
    0.999962105749248298E-04   -0.299998170389783292E+01    0.155155357456747469E-08   -0.169295017007862203E+01    0.461251022229017496E+09
    0.999989142507269775E-04   -0.299995482917327827E+01    0.506782570498929624E-13   -0.546575151037276097E+01    0.461251022229622126E+09
    0.999958355271904245E-04   -0.299998445928001889E+01    0.829646392945079050E-11   -0.939722927588123369E+00    0.461251022229909360E+09
    0.999981732565248906E-04   -0.299997271271673638E+01    0.315005792277623884E-07   -0.115412204056484313E+01    0.461251022235038102E+09
    0.999974478026898655E-04   -0.299996902644359409E+01    0.739599259987967744E-13   -0.218261595126428709E+01    0.461251022237995625E+09
    0.999963042739288570E-04   -0.299998004973810906E+01    0.237129887923604838E-13   -0.675368870891731810E+00    0.461251022239830554E+09
    0.999958616603852487E-04   -0.299998440290741453E+01    0.218780781872081738E-10   -0.148367210377077008E+01    0.461251022247854829E+09
    0.999988812424922822E-04   -0.299998272048781756E+01    0.308038128843510306E-07   -0.216880613307738201E+01    0.461251022270470619E+09
    0.999987502890286602E-04   -0.299995712515324664E+01    0.115775887572751248E-11   -0.215730639603637098E+01    0.461251022298458457E+09
    0.999973680874875173E-04   -0.299997074760551241E+01    0.221088516882879471E-09   -0.254412148629061541E+01    0.461251022302269280E+09
    0.999990103496700033E-04   -0.299997036242506843E+01    0.724580842496321765E-07   -0.641123141709878830E+00    0.461251022303349674E+09
    0.999972443233601257E-04   -0.299997177892710942E+01    0.552204403924269870E-10   -0.228463048284629355E+01    0.461251022308843195E+09
    0.999990721579228822E-04   -0.299995415055261283E+01    0.396538017980948477E-13   -0.411081312248980080E+01    0.461251022310274422E+09
    0.999955407619288817E-04   -0.299998815803330743E+01    0.436967834307456501E-10   -0.258485329842994993E+00    0.461251022312021494E+09
    0.999968435998448287E-04   -0.299997585781033305E+01    0.302617447290779283E-10   -0.117495158205969918E+01    0.461251022334379911E+09
    0.999983128990145060E-04   -0.299996178776760614E+01    0.666368573896304180E-12   -0.951424159681171666E+00    0.461251022341977537E+09
    0.999981883165481196E-04   -0.299996624110716814E+01    0.989075113641667355E-08   -0.111819720342776030E+01    0.461251022342186630E+09
    0.999951583773440702E-04   -0.299999215126717989E+01    0.623959216940965469E-13   -0.174871973327435359E+01    0.461251022342690587E+09
    0.999992334544159170E-04   -0.299995297820754869E+01    0.202910997645223432E-11   -0.228398966720438068E+01    0.461251022346467018E+09
    0.999959271382570305E-04   -0.299998482687918955E+01    0.691100123976268565E-14   -0.612252626555728874E+01    0.461251022349684954E+09
    0.999979610254240060E-04   -0.299996528348088720E+01    0.428325461541623372E-12   -0.171654374126524889E+01    0.461251022352461040E+09
    0.999973438961601770E-04   -0.299997145555573796E+01    0.383466569779372119E-13   -0.704371821322218850E+01    0.461251022373986542E+09
    0.999967083780915598E-04   -0.299997759227575589E+01    0.565305884306814517E-11   -0.177340695778699420E+01    0.461251022376535773E+09
    0.999983000886975034E-04   -0.299996228013848665E+01    0.134883475890929768E-10   -0.120468923250336424E+01    0.461251022376871228E+09
    0.999964017366018260E-04   -0.299998078914147159E+01    0.108851696742942065E-09   -0.233338541625017459E+01    0.461251022389607668E+09
