    0.698284966136625425E-03   -0.176213934421539298E+01    0.967054319381713867E+03   -0.213582084178924569E+01    0.884691687901950874E-04   -0.729810237884521484E+01    0.316137082449196243E+10   -0.668461146725127175E+01    1
    0.733834622673577787E-03   -0.199786703586578374E+01    0.617030578851699829E+03   -0.248773174285888654E+01    0.922747007453448388E-04   -0.713030624389648438E+01    0.317288391312804079E+10   -0.668586146725130259E+01    1
    0.608384099027096210E-03   -0.181279656887054452E+01    0.563879537582397461E+03   -0.240296223163604727E+01    0.868492598952058691E-04   -0.716151952743530273E+01    0.317422233704997015E+10   -0.668711146725128192E+01    1
    0.737522520296479624E-03   -0.200924890041351345E+01    0.705034679174423218E+03   -0.217002716064453116E+01    0.818802835558525539E-04   -0.718856382369995117E+01    0.317597164444500685E+10   -0.668836146725129232E+01    1
    0.532311324554495414E-03   -0.200743532180786133E+01    0.607166910171508789E+03   -0.240687055587768572E+01    0.651100792379695167E-04   -0.736872911453247070E+01    0.317648461186915588E+10   -0.668961146725132405E+01    1
    0.732050324376641256E-03   -0.203187782764434832E+01    0.784007322788238525E+03   -0.214457979202270499E+01    0.335493137743939594E-04   -0.790447807312011719E+01    0.317703168440836000E+10   -0.669086146725131048E+01    1
    0.779748252716766488E-03   -0.204689824581146240E+01    0.749464809894561768E+03   -0.249551832675933838E+01    0.432772043531545349E-04   -0.734060049057006836E+01    0.319766142802753162E+10   -0.669211146725130490E+01    1
    0.834665871485586338E-03   -0.178189926147460942E+01    0.963719129562377930E+03   -0.226720802783966047E+01    0.726223262344889372E-04   -0.689848136901855469E+01    0.319833646269747591E+10   -0.669336146725130110E+01    1
    0.528428863080113186E-03   -0.186297872066497794E+01    0.549476754665374756E+03   -0.210968413352966300E+01    0.591741108642046028E-04   -0.694341421127319336E+01    0.320316304907585526E+10   -0.669461146725131684E+01    1
    0.542649984518844461E-03   -0.205917787551879883E+01    0.948805487155914307E+03   -0.214084582328796413E+01    0.580276734689496942E-04   -0.692909669876098633E+01    0.320430912672147560E+10   -0.669586146725134768E+01    1
    0.664541199756060155E-03   -0.205733988285064706E+01    0.966588604450225830E+03   -0.213801336288452148E+01    0.311978403813997432E-04   -0.739457273483276367E+01    0.320581315205572176E+10   -0.669711146725131989E+01    1
    0.832670427328360396E-03   -0.193836688995361328E+01    0.336788558959960938E+03   -0.247946269512176531E+01    0.219687646788807800E-04   -0.756581735610961914E+01    0.320926738762891245E+10   -0.669836146725130810E+01    1
    0.585871789072678903E-03   -0.205632033348083487E+01    0.967821902036666870E+03   -0.223640172481536847E+01    0.249516526562283665E-04   -0.706190633773803711E+01    0.321755758942171526E+10   -0.669961146725131229E+01    1
    0.803524362470889038E-03   -0.199524803161621089E+01    0.356866955757141113E+03   -0.225075576305389413E+01    0.115428238081214381E-04   -0.756469964981079102E+01    0.321925577902785873E+10   -0.670086146725129783E+01    1
    0.805723709662934046E-03   -0.197581813335418710E+01    0.689779949188232422E+03   -0.241355550289154053E+01    0.236247580360421121E-04   -0.694967174530029297E+01    0.321968001543179083E+10   -0.670211146725128071E+01    1
    0.981426172534641825E-03   -0.179144198894500728E+01    0.703706753253936768E+03   -0.238713352680206281E+01    0.330021044197884424E-04   -0.666739654541015625E+01    0.321978462885153866E+10   -0.670336146725128135E+01    1
    0.597960473310112702E-03   -0.191548285484313974E+01    0.341260582208633423E+03   -0.210119013786315945E+01    0.905281638684058353E-05   -0.769826650619506836E+01    0.321990390902273798E+10   -0.670461146725132195E+01    1
    0.662900764557071420E-03   -0.178958444595336919E+01    0.326633745431900024E+03   -0.221571350097656250E+01    0.204836969016278265E-04   -0.668192338943481445E+01    0.322286882786565590E+10   -0.670586146725133059E+01    1
    0.644398495394196387E-03   -0.206033139228820827E+01    0.544629514217376709E+03   -0.226415941715240487E+01    0.575481467638598511E-05   -0.770246934890747070E+01    0.322294455916595650E+10   -0.670711146725132412E+01    1
    0.606554620339883554E-03   -0.194601783752441415E+01    0.620449966192245483E+03   -0.236504149436950684E+01    0.133641406634930700E-04   -0.700932359695434570E+01    0.322300516483006716E+10   -0.670836146725130700E+01    1
    0.592971602319862685E-03   -0.180702283382415763E+01    0.490492635965347290E+03   -0.225644655227661151E+01    0.174460148784218100E-04   -0.661906194686889648E+01    0.322384051899916363E+10   -0.670961146725127477E+01    1
    0.773285668955590757E-03   -0.206505184173584011E+01    0.935759210586547852E+03   -0.243193538188934344E+01    0.612349804104184670E-05   -0.744317293167114258E+01    0.322401459688583899E+10   -0.671086146725129939E+01    1
    0.580064148726759351E-03   -0.177681686878204337E+01    0.377301877737045288E+03   -0.222366521358489999E+01    0.140111590606667461E-04   -0.667225027084350586E+01    0.322429913466659927E+10   -0.671211146725129915E+01    1
    0.632715644437036235E-03   -0.171389591693878174E+01    0.401115006208419800E+03   -0.237541031837463379E+01    0.825406148832035500E-05   -0.709470033645629883E+01    0.322432227413229036E+10   -0.671336146725130778E+01    1
    0.559164720122175664E-03   -0.209838385581970233E+01    0.447809416055679321E+03   -0.232475409507751474E+01    0.103099738349160400E-04   -0.676789236068725586E+01    0.322478063163943481E+10   -0.671461146725133595E+01    1
    0.793138622786768318E-03   -0.209856762886047354E+01    0.560198628902435303E+03   -0.218927874565124503E+01    0.169467118626425701E-04   -0.634269762039184570E+01    0.322488000744073248E+10   -0.671586146725132238E+01    1
    0.510114260712579660E-03   -0.199984555244445805E+01    0.413588672876358032E+03   -0.240900931358337411E+01    0.736216264760756332E-05   -0.695927715301513672E+01    0.322493592861836386E+10   -0.671711146725131325E+01    1
    0.718727401678862323E-03   -0.184629428386688232E+01    0.833588147163391113E+03   -0.222192437648773211E+01    0.246291008675136155E-05   -0.764890336990356445E+01    0.322528877175025797E+10   -0.671836146725132011E+01    1
    0.979616265941198093E-03   -0.170391252040863028E+01    0.352043956518173218E+03   -0.242788507938385001E+01    0.745584964378285540E-05   -0.675880956649780273E+01    0.322530246467324209E+10   -0.671961146725132163E+01    1
    0.607210410464785379E-03   -0.192579476833343510E+01    0.315480035543441772E+03   -0.221724276542663556E+01    0.724144727112939687E-05   -0.673796939849853516E+01    0.322533253345633841E+10   -0.672086146725130096E+01    1
    0.506443093748071456E-03   -0.172355728149414067E+01    0.475345551967620850E+03   -0.239293363094329825E+01    0.843866300761749247E-05   -0.654139518737792969E+01    0.322538068307115316E+10   -0.672211146725129360E+01    1
    0.584661402866073500E-03   -0.203814673423767090E+01    0.936978656053543091E+03   -0.222230525016784686E+01    0.607619721365502513E-04   -0.475822162628173828E+01    0.322556858895883942E+10   -0.672336146725128625E+01    1
    0.864540673118101202E-03   -0.178358023166656499E+01    0.511900877952575684E+03   -0.211970701217651358E+01    0.282472473790101792E-04   -0.533150243759155273E+01    0.322562842358286572E+10   -0.672461146725131353E+01    1
    0.745454744867114489E-03   -0.190089361667633061E+01    0.584007418155670166E+03   -0.234589018821716300E+01    0.369492235555211559E-04   -0.507275485992431641E+01    0.322564802017579889E+10   -0.672586146725135592E+01    1
    0.677667857872079650E-03   -0.176459622383117676E+01    0.666482269763946533E+03   -0.211550390720367432E+01    0.605522189483524825E-05   -0.645432043075561523E+01    0.322568736486937380E+10   -0.672711146725134057E+01    1
    0.527804882290563841E-03   -0.182458376884460449E+01    0.527053385972976685E+03   -0.212608108520507821E+01    0.205706849851437520E-04   -0.512113142013549805E+01    0.322577905262992716E+10   -0.672836146725132078E+01    1
    0.569961655678115765E-03   -0.171448245048522940E+01    0.595309120416641235E+03   -0.217250509262084979E+01    0.123917849163516453E-05   -0.737357902526855469E+01    0.322578829983299208E+10   -0.672961146725133741E+01    1
    0.533046045118863742E-03   -0.201488881111145046E+01    0.367334610223770142E+03   -0.217613170146942148E+01    0.826934612718707517E-06   -0.772447061538696289E+01    0.322579635500479031E+10   -0.673086146725131940E+01    1
    0.731474181654974236E-03   -0.188849301338195796E+01    0.630538523197174072E+03   -0.215223202705383310E+01    0.656453275632045330E-04   -0.407282543182373047E+01    0.322582375113338995E+10   -0.673211146725131560E+01    1
    0.550588313754313621E-03   -0.183510117530822758E+01    0.403820341825485229E+03   -0.219021384716033918E+01    0.696401097702071018E-04   -0.369304180145263672E+01    0.322583783317173195E+10   -0.673336146725134910E+01    1
    0.545061586819493610E-03   -0.184170284271240225E+01    0.759766823053359985E+03   -0.218407459259033221E+01    0.880049302027446581E-04   -0.349929332733154297E+01    0.322584013471896553E+10   -0.673461146725132576E+01    1
    0.677290777723453009E-03   -0.182108542919158944E+01    0.577984124422073364E+03   -0.231834545135498038E+01    0.989067985720187432E-06   -0.737996721267700195E+01    0.322584128966427088E+10   -0.673586146725130686E+01    1
    0.753517203619946956E-03   -0.199228971004486088E+01    0.956217789649963379E+03   -0.231133806705474854E+01    0.962947176745332997E-05   -0.562745428085327148E+01    0.322584463931743860E+10   -0.673711146725131993E+01    1
    0.659361115965009206E-03   -0.196932554244995117E+01    0.755456143617630005E+03   -0.215315675735473633E+01    0.689502310895795066E-05   -0.574046039581298828E+01    0.322585849708600807E+10   -0.673836146725131080E+01    1
    0.765852375645716815E-03   -0.179558067321777348E+01    0.403600126504898071E+03   -0.220640332698822039E+01    0.622934715673588208E-05   -0.577043676376342773E+01    0.322586021871921682E+10   -0.673961146725128035E+01    1
    0.692363869797481312E-03   -0.177592873573303223E+01    0.472768473625183105E+03   -0.212818748950958270E+01    0.838643927531127289E-05   -0.530305862426757812E+01    0.322587083640152979E+10   -0.674086146725127922E+01    1
    0.506101422198284049E-03   -0.171104383468627930E+01    0.308596283197402954E+03   -0.219081294536590576E+01    0.284313992803413855E-09   -0.333674669265747070E+01    0.322587124473680115E+10   -0.674211146725131361E+01    1
    0.758042456716203814E-03   -0.182142083644866948E+01    0.452224153280258179E+03   -0.230887813568115252E+01    0.391104260729408280E-04   -0.407733678817749023E+01    0.322587318294920111E+10   -0.674336146725134267E+01    1
    0.520663364858876495E-03   -0.170627906322479239E+01    0.365523612499237061E+03   -0.245338232517242449E+01    0.131608871817026986E-05   -0.488167238235473633E+01    0.322587345587395525E+10   -0.674461146725131755E+01    1
    0.518179763297135906E-03   -0.171258165836334220E+01    0.361477249860763550E+03   -0.247455296516418466E+01    0.173368344796535012E-12   -0.324248218536376953E+01    0.322587456521136236E+10   -0.674586146725127911E+01    1
