8.583782980283297982e-04 -1.940823113819746260e+00 -2.174478742026022093e+00 2.640709036106284990e-06 -3.139525895615515871e+00 1.222773276083798885e+09
8.750751442195642488e-04 -1.920941622109133329e+00 -2.192374776216260202e+00 3.319065722894233938e-06 -3.472535030077505525e+00 1.222773276524383545e+09
8.696418017426722422e-04 -1.931448257099490196e+00 -2.255415713469264727e+00 2.850098138112109740e-06 -3.383089282560243660e+00 1.222773279012543678e+09
8.834501295916760743e-04 -1.918588143805666668e+00 -2.273031554833679024e+00 3.710767252410987915e-06 -3.342088520660362327e+00 1.222773279201884747e+09
8.637398043801216251e-04 -1.939350551057702932e+00 -2.187494268785011631e+00 1.575050535892325063e-06 -3.527708840511797561e+00 1.222773279675761461e+09
8.713117250721190378e-04 -1.930632547719737691e+00 -2.179408665302659198e+00 2.779327218732327070e-07 -5.371122371006139318e+00 1.222773279889984846e+09
8.817527081562546347e-04 -1.921535954389821388e+00 -2.211054179353354243e+00 6.070554614386971933e-07 -4.486856459699182231e+00 1.222773279999995947e+09
8.752245829115897326e-04 -1.941050921167181587e+00 -2.157965102509853406e+00 2.677277020108996880e-06 -3.558618849973592901e+00 1.222773280093906164e+09
8.489083792337124646e-04 -1.959489010940232090e+00 -2.110866667858201318e+00 1.541157492117927023e-06 -3.607241968515249475e+00 1.222773280162670612e+09
8.903339421259212107e-04 -1.912363331256477839e+00 -2.149256709715372526e+00 4.562991290616838760e-06 -3.235062305442435893e+00 1.222773280265511274e+09
8.855404600820333252e-04 -1.918450478034494866e+00 -2.246248467017718298e+00 7.996228447463226384e-06 -2.736471196609238099e+00 1.222773280370342493e+09
8.736535675841035830e-04 -1.924485584641293379e+00 -2.109037996078507504e+00 4.893645716757597558e-07 -4.789189546709182288e+00 1.222773280612372875e+09
8.572982206755807178e-04 -1.951665607138346692e+00 -2.176148768541337208e+00 7.934526307689481262e-06 -2.595358374956447278e+00 1.222773280653030634e+09
8.786504554170966380e-04 -1.931546105193251206e+00 -2.243414914386455905e+00 6.247940436053660882e-06 -2.709247232377043346e+00 1.222773280685533047e+09
8.620277471043077998e-04 -1.952924471043548715e+00 -2.115208266227470713e+00 5.388233765108834960e-07 -4.893821981288096978e+00 1.222773280742902279e+09
8.857028524746835474e-04 -1.927027296504582043e+00 -2.159885688473562659e+00 4.240767920951578632e-06 -3.152457075076569915e+00 1.222773280802215099e+09
8.744177331006157492e-04 -1.935117157426931467e+00 -2.148974890503459800e+00 1.608862914723745506e-07 -5.584970657703891561e+00 1.222773280821239471e+09
8.725974547603031119e-04 -1.928753971134787415e+00 -2.117674878059331522e+00 1.293142961115686576e-05 -2.393257178780374694e+00 1.222773280941784620e+09
8.644892732504091395e-04 -1.934202781851506181e+00 -2.101777832433798565e+00 9.112836387851685894e-06 -2.551912043838098221e+00 1.222773281048048735e+09
8.780665218823246196e-04 -1.936721762728250917e+00 -2.188973187319870117e+00 5.556608691714043435e-06 -3.084194323974517538e+00 1.222773281051785946e+09
8.625695284922477819e-04 -1.943989086807626832e+00 -2.178443597250414587e+00 5.344367789503039703e-07 -4.531641726086075295e+00 1.222773281124861479e+09
8.702244296220212894e-04 -1.928256519455956219e+00 -2.113763406698407454e+00 1.197479039707196974e-05 -2.140625552756566741e+00 1.222773281197311401e+09
8.536747612752920581e-04 -1.956719670295473001e+00 -2.100485723196263699e+00 1.875137546307560297e-07 -5.483670392922400438e+00 1.222773281244397163e+09
8.753719741159436208e-04 -1.922828165869264971e+00 -2.193473799647644995e+00 4.645156762584394790e-06 -2.992182869953761148e+00 1.222773281341717005e+09
8.461008258057171232e-04 -1.964615749473321182e+00 -2.115687722874184828e+00 4.466170811025815664e-06 -3.049076796881236007e+00 1.222773281342325687e+09
8.744514234916208337e-04 -1.931095981457587651e+00 -2.242927582344585336e+00 3.514921582987140401e-06 -3.072611542560512277e+00 1.222773281384728193e+09
8.591363636219891088e-04 -1.952488875154190007e+00 -2.158077278836177282e+00 4.594781750889992668e-07 -4.898782757859406090e+00 1.222773281410783768e+09
8.728109695999668443e-04 -1.926909496191952176e+00 -2.187989026630746014e+00 1.515702156636056031e-06 -4.073024770641011649e+00 1.222773281414204359e+09
8.881328928780191610e-04 -1.916740896167826946e+00 -2.149511935526030815e+00 7.800979607578809556e-06 -2.357231703608460016e+00 1.222773281479174614e+09
8.733045372644204383e-04 -1.926692753274628522e+00 -2.189055693058616026e+00 7.492268668659751091e-06 -2.379658964751554251e+00 1.222773281512897253e+09
8.693353880057802258e-04 -1.940576400783166067e+00 -2.176722555511474866e+00 3.042681055892392827e-07 -5.213399826675418680e+00 1.222773281595972061e+09
8.800869312836729838e-04 -1.920000752095686103e+00 -2.187120573211781771e+00 3.670510910817920665e-06 -3.412778471929462931e+00 1.222773281673952579e+09
8.597907205079978075e-04 -1.952546629357578611e+00 -2.121853523849096312e+00 2.417241756118470027e-06 -3.965995061599902449e+00 1.222773281710680008e+09
8.732396433445026090e-04 -1.929285990915205362e+00 -2.223907946450209394e+00 1.395155811038068525e-06 -3.888292349323258179e+00 1.222773281738439322e+09
8.805895794288992650e-04 -1.917585554814988713e+00 -2.151566826692221657e+00 2.223423307037439828e-06 -3.506263844970413324e+00 1.222773281749842405e+09
8.774838988293573797e-04 -1.925717721216278822e+00 -2.219607566447749036e+00 2.684164417522054838e-06 -3.235405857363740090e+00 1.222773281819035053e+09
8.545263119694899382e-04 -1.955577469041143379e+00 -2.162716158065731697e+00 1.839848470296704428e-06 -3.980458646175985216e+00 1.222773281819771767e+09
8.625202231846615906e-04 -1.939878309761443376e+00 -2.172244431035749379e+00 6.844407462735570850e-07 -4.413235964584757198e+00 1.222773281827124357e+09
8.547253150906533028e-04 -1.955704473109793895e+00 -2.137252803119498168e+00 7.998434804822262512e-07 -4.290322580816083864e+00 1.222773281858138800e+09
8.704679293739741404e-04 -1.934740351877412223e+00 -2.178542555045468454e+00 7.727228576514519792e-06 -2.204657813586034187e+00 1.222773281932851791e+09
8.808299796113795016e-04 -1.928763245709471663e+00 -2.145028974351790740e+00 6.674269402346810185e-07 -4.696873784035842547e+00 1.222773281935670376e+09
8.791955194122771195e-04 -1.925648972176389195e+00 -2.155920193059312151e+00 3.496226315800905585e-07 -4.894127789821880903e+00 1.222773281955665112e+09
8.752531803253482852e-04 -1.936846412993851629e+00 -2.135545470334529572e+00 7.645920946918274659e-06 -2.362133461981574811e+00 1.222773281955734968e+09
