3.901988740118350401e-04 -1.901017521254610099e+00 -2.514210930609916517e+00 1.611901848777793305e+02 1.372075396177382231e+09
5.706257448418235873e-04 -1.849891060138541432e+00 -2.639783994643449816e+00 1.349640049932270358e+02 1.372075396518769264e+09
3.589790366932916815e-04 -1.881798006840531334e+00 -2.596858203682608224e+00 1.679637281744362838e+02 1.372075397139894009e+09
4.143160909258786651e-04 -1.895238330869450261e+00 -2.509534557901012874e+00 1.569590925688103198e+02 1.372075397549344063e+09
5.833666494062577030e-04 -1.854795234651043234e+00 -2.550435761341283580e+00 1.349044694305023029e+02 1.372075397979379892e+09
4.645346982919657626e-04 -1.865886086721945336e+00 -2.618627332341163516e+00 1.485269089053473408e+02 1.372075398511278868e+09
4.001286698498856035e-04 -1.893355754472272334e+00 -2.610351329240543805e+00 1.578321891929379603e+02 1.372075398517856121e+09
2.862187996385992896e-04 -1.902483632391364754e+00 -2.642009214890171709e+00 1.848659898922539071e+02 1.372075398598503113e+09
2.825513248954789275e-04 -1.911674953549931111e+00 -2.592382841404473837e+00 1.857471237908536636e+02 1.372075398775578737e+09
7.577388672103288177e-04 -1.842883805351885895e+00 -2.582828461391094343e+00 1.182845764041853442e+02 1.372075398904875994e+09
3.735480407570476074e-04 -1.889445914997492704e+00 -2.649157398704886646e+00 1.632709359661566566e+02 1.372075399168004274e+09
9.555325563829004032e-04 -1.822822369751801785e+00 -2.492293231701804501e+00 1.074734097755122946e+02 1.372075399297653198e+09
3.224018112937329780e-04 -1.904440813438439850e+00 -2.572690045351905486e+00 1.753645956662608683e+02 1.372075399537301064e+09
4.563422432354100468e-04 -1.884293624015221713e+00 -2.609488562245730670e+00 1.488214726639293133e+02 1.372075399581902027e+09
3.862450693582622019e-04 -1.892824388560863991e+00 -2.624288418934979994e+00 1.604084684821159499e+02 1.372075399676941633e+09
3.576987758507133627e-04 -1.890131558341942464e+00 -2.627613801701444096e+00 1.671553269069695773e+02 1.372075399681607246e+09
4.371711707750481073e-04 -1.876417398080613363e+00 -2.549774063130515689e+00 1.537569253780415579e+02 1.372075399735914230e+09
5.008826890311086650e-04 -1.882707456123064560e+00 -2.558456105081651888e+00 1.429413053135525047e+02 1.372075399767329693e+09
7.929513574544144478e-04 -1.852127100367976231e+00 -2.520136732180658257e+00 1.165633919941380299e+02 1.372075399915866613e+09
8.779908414131147891e-04 -1.828908159017994972e+00 -2.506087755560057584e+00 1.115575159267588674e+02 1.372075400002377033e+09
4.203981012935353498e-04 -1.877583059537363486e+00 -2.659235390691248035e+00 1.546254397244839538e+02 1.372075400045224905e+09
3.525612557786396840e-04 -1.894026757336941369e+00 -2.555682455931559183e+00 1.691531768840424093e+02 1.372075400090008974e+09
6.800937648842784143e-04 -1.872435883813897251e+00 -2.495017430562341598e+00 1.246388982319993630e+02 1.372075400140547991e+09
8.366088242898527070e-04 -1.850119653730800007e+00 -2.460170256104843745e+00 1.141985061192563364e+02 1.372075400254112005e+09
4.126736090214735086e-04 -1.886882248822501440e+00 -2.624030672042540591e+00 1.557411190899202325e+02 1.372075400269036055e+09
3.162724042670016396e-04 -1.898249777026407292e+00 -2.664193269043242829e+00 1.758845578956090776e+02 1.372075400338386536e+09
7.270294171644274810e-04 -1.862757382767603165e+00 -2.470403830728914230e+00 1.214105830484081849e+02 1.372075400342963219e+09
7.222633793929351519e-04 -1.846761158860585672e+00 -2.531316995876627729e+00 1.221338876904211759e+02 1.372075400346287489e+09
7.200395409882803322e-04 -1.838828728033008675e+00 -2.562012899112062758e+00 1.217812049436609243e+02 1.372075400350226402e+09
6.381844165049547395e-04 -1.871178660921245740e+00 -2.537627149608961741e+00 1.280015872744136232e+02 1.372075400359704971e+09
9.132719902055068959e-04 -1.819014443011197413e+00 -2.558859086220346413e+00 1.095351394550904729e+02 1.372075400412780285e+09
4.629602145512720928e-04 -1.871318768491571749e+00 -2.648741310941035820e+00 1.481533712065121904e+02 1.372075400426821947e+09
3.116850857156294404e-04 -1.900531986962213926e+00 -2.632044399653308275e+00 1.772099480577260522e+02 1.372075400431681156e+09
8.504886806366710947e-04 -1.838625038507407217e+00 -2.480939528086679058e+00 1.133708954340823993e+02 1.372075400533550978e+09
7.532886534066014642e-04 -1.866698419353662874e+00 -2.485458696496920972e+00 1.189324640585190309e+02 1.372075400539186239e+09
3.345399901009995765e-04 -1.900129939388147005e+00 -2.607389324594384661e+00 1.717113220900280055e+02 1.372075400617070198e+09
5.914686840198432041e-04 -1.867197386435472506e+00 -2.497402307495786733e+00 1.337203089649203491e+02 1.372075400636834383e+09
6.380497672503571225e-04 -1.851738781038825277e+00 -2.615385580729252979e+00 1.280586880313523466e+02 1.372075400636863708e+09
3.257194114441930907e-04 -1.894121698103585105e+00 -2.608661880102600250e+00 1.745556409698697280e+02 1.372075400648935556e+09
4.588191625233516689e-04 -1.871390281591211568e+00 -2.638752662071565780e+00 1.487956495412602749e+02 1.372075400651392221e+09
3.136690950734049134e-04 -1.902228500260816579e+00 -2.600304083683147915e+00 1.774423875867733784e+02 1.372075400664362669e+09
6.052782127748910232e-04 -1.876018268275858825e+00 -2.524885429396452885e+00 1.313507708113605190e+02 1.372075400710614204e+09
4.489635684080946036e-04 -1.879746325931899831e+00 -2.588265036633932148e+00 1.504365698097590780e+02 1.372075400733999729e+09
4.813387465536813335e-04 -1.872061703132455346e+00 -2.558968054273654147e+00 1.464467549829647908e+02 1.372075400766084671e+09
6.402119207190847547e-04 -1.855201807527024904e+00 -2.511993637283964631e+00 1.292675879222434219e+02 1.372075400767007589e+09
7.698127836252765741e-04 -1.842183404208788344e+00 -2.499950448384300472e+00 1.186059584751954503e+02 1.372075400805971384e+09
8.644999944343536745e-04 -1.841790320599100195e+00 -2.499388567015671914e+00 1.118471815051360494e+02 1.372075400872358799e+09
3.104682352538430949e-04 -1.903742998455185687e+00 -2.617299103158984064e+00 1.776436518678339098e+02 1.372075400887085438e+09
4.653002386101451316e-04 -1.868224464495666037e+00 -2.633406062742148279e+00 1.481178052008243355e+02 1.372075400904486179e+09
